sample	Chloroquine	Pyrimethamine	Sulfadoxine	Mefloquine	Artemisinin	Piperaquine	SP (uncomplicated)	SP (IPTp)	AS-MQ	DHA-PPQ
SPT83252	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83258	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83259	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
SPT83266	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
SPT83281	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83282	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83290	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83298	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83299	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83300	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83301	Undetermined	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83304	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83307	Resistant	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined
SPT83312	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83314	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83315	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83316	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83322	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83323	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83327	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83330	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83334	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83335	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT83337	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83344	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83346	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83347	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83348	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83350	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83351	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83352	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83355	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83356	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83357	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83358	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83359	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83363	Undetermined	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83364	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT83365	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83366	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83367	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83369	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83375	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83376	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83385	Resistant	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83386	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83387	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined
SPT83388	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83391	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83392	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83393	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83397	Resistant	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83398	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
SPT83405	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83406	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83407	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83413	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83415	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83416	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83418	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83421	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83423	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83427	Resistant	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83435	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83436	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83439	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83440	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83442	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83443	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83444	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83445	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83448	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
SPT83449	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83451	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined
SPT83452	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83454	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83455	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83458	Sensitive	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83461	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83462	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83465	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83466	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83468	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83469	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83470	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83471	Resistant	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined
SPT83475	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT83477	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83482	Sensitive	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT83483	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83485	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83486	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
SPT83487	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83498	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83501	Sensitive	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT83502	Undetermined	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83505	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83506	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83507	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83510	Undetermined	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83517	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83518	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83519	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83522	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83524	Undetermined	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83527	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
SPT83529	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83532	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83542	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83543	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83545	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83547	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83550	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83552	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83554	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83556	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83560	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83566	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83567	Resistant	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83570	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83574	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83576	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83578	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83581	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83582	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
SPT83583	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83586	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83587	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83590	Resistant	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
SPT83591	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83592	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83594	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83595	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83597	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
SPT83599	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
SPT83601	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83602	Resistant	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83604	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83606	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT83608	Undetermined	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83609	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83610	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83618	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83624	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83625	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
SPT83627	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined
SPT83628	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83631	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83632	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83633	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined
SPT83634	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT83636	Sensitive	Resistant	Undetermined	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83639	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83640	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83641	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83648	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83649	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83650	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83653	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83656	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83658	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83664	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
SPT83672	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined
SPT83675	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83676	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83678	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83679	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83683	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83686	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83687	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83688	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83693	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT83695	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83696	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83700	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83701	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83702	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83706	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83709	Sensitive	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT83711	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83712	Sensitive	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT83717	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83718	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83719	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83722	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83723	Undetermined	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83724	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83726	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83727	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83730	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83732	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83733	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83734	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83739	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT83740	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83741	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83742	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83749	Resistant	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT83752	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83753	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83765	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83770	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83771	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83772	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
SPT83773	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83774	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT83779	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83781	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83785	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83790	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83794	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
SPT83797	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83798	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83801	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83805	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83807	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined
SPT83815	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83821	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83826	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83831	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
